ASV_ID,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV1851,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV1852,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ramlibacter,s__unclassified_g__Ramlibacter
ASV1853,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Apibacter,s__Apibacter_sp.
ASV1856,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV1857,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Procabacteriaceae,g__Procabacter,s__unclassified_g__Procabacter
ASV1858,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Gordonia,s__unclassified_g__Gordonia
ASV1859,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84
ASV1860,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__unclassified_g__Enterococcus
ASV1861,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Thauera,s__unclassified_g__Thauera
ASV1862,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__unclassified_g__Aerococcus
ASV1863,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__unclassified_g__Novosphingobium
ASV1064,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV347,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV3251,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__unclassified_g__Devosia
ASV941,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__unclassified_f__Micrococcaceae,s__unclassified_f__Micrococcaceae
ASV3454,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Amnibacterium,s__Amnibacterium_kyonggiense
ASV1614,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia
ASV959,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Blastococcus,s__unclassified_g__Blastococcus
ASV3455,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Geodermatophilus,s__unclassified_g__Geodermatophilus
ASV3456,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV2687,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV995,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV3457,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,s__uncultured_bacterium_g__Roseiarcus
ASV3458,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV2325,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__unclassified_g__Mycobacterium
ASV3459,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__unclassified_g__Devosia
ASV3460,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__unclassified_c__Acidobacteriae,f__unclassified_c__Acidobacteriae,g__unclassified_c__Acidobacteriae,s__unclassified_c__Acidobacteriae
ASV72,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__unclassified_g__Bradyrhizobium
ASV495,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_1,s__unclassified_g__Clostridium_sensu_stricto_1
ASV3461,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia
ASV3462,d__Bacteria,k__norank_d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__unclassified_g__norank_f__norank_o__0319-6G20
ASV1981,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae_Subgroup_1,g__unclassified_f__Acidobacteriaceae_Subgroup_1,s__unclassified_f__Acidobacteriaceae_Subgroup_1
ASV2310,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__unclassified_f__Oxalobacteraceae,s__unclassified_f__Oxalobacteraceae
ASV3463,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__unclassified_f__Burkholderiaceae,s__unclassified_f__Burkholderiaceae
ASV3464,d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__unclassified_f__Myxococcaceae,s__unclassified_f__Myxococcaceae
ASV1488,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Acidothermaceae,g__Acidothermus,s__unclassified_g__Acidothermus
ASV3465,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__unclassified_f__Chitinophagaceae,s__unclassified_f__Chitinophagaceae
ASV3466,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__unclassified_f__Intrasporangiaceae,s__unclassified_f__Intrasporangiaceae
ASV3467,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__unclassified_g__Noviherbaspirillum
ASV3468,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__unclassified_g__Bryobacter
ASV1551,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV3469,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides
ASV756,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosospira,s__unclassified_g__Nitrosospira
ASV2728,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__Acidibacter,s__unclassified_g__Acidibacter
ASV3470,d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__unclassified_f__Myxococcaceae,s__unclassified_f__Myxococcaceae
ASV3471,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__unclassified_g__Streptomyces
ASV3472,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__unclassified_o__Micrococcales,g__unclassified_o__Micrococcales,s__unclassified_o__Micrococcales
ASV3473,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__C0119,f__norank_o__C0119,g__norank_f__norank_o__C0119,s__uncultured_Chloroflexi_bacterium_g__norank_f__norank_o__C0119
ASV3474,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__uncultured_Rubrobacteria_bacterium_g__norank
ASV3475,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV3476,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__unclassified_o__Burkholderiales,g__unclassified_o__Burkholderiales,s__unclassified_o__Burkholderiales
ASV990,d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium
ASV3477,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Rhodovastum,s__unclassified_g__Rhodovastum
ASV1096,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia
ASV3257,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae_Subgroup_1,g__unclassified_f__Acidobacteriaceae_Subgroup_1,s__unclassified_f__Acidobacteriaceae_Subgroup_1
ASV467,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__unclassified_f__Xanthomonadaceae,s__unclassified_f__Xanthomonadaceae
ASV3478,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ramlibacter,s__unclassified_g__Ramlibacter
ASV3479,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__unclassified_f__Sphingomonadaceae,s__unclassified_f__Sphingomonadaceae
ASV2372,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_1,s__unclassified_g__Clostridium_sensu_stricto_1
ASV3480,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__unclassified_g__Reyranella
ASV413,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Ellin6067,s__unclassified_g__Ellin6067
ASV757,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__unclassified_g__Mycobacterium
ASV3481,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__unclassified_f__Alcaligenaceae,s__unclassified_f__Alcaligenaceae
ASV1950,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinomycetospora,s__unclassified_g__Actinomycetospora
ASV3482,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__unclassified_g__norank_f__Pedosphaeraceae
ASV3483,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV466,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Sporosarcina,s__unclassified_g__Sporosarcina
ASV3484,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__norank_f__Micropepsaceae,s__unclassified_g__norank_f__Micropepsaceae
ASV993,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__unclassified_f__Acetobacteraceae,s__unclassified_f__Acetobacteraceae
ASV3485,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__unclassified_g__Bryobacter
ASV3486,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
ASV3487,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV3488,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingoaurantiacus,s__uncultured_Sphingomonadaceae_bacterium_g__Sphingoaurantiacus
ASV3489,d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__BIrii41,g__norank_f__BIrii41,s__unclassified_g__norank_f__BIrii41
ASV3490,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__unclassified_c__Acidobacteriae,f__unclassified_c__Acidobacteriae,g__unclassified_c__Acidobacteriae,s__unclassified_c__Acidobacteriae
ASV3491,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides
ASV3492,d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__unclassified_f__Myxococcaceae,s__unclassified_f__Myxococcaceae
ASV3493,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__unclassified_f__Microbacteriaceae,s__unclassified_f__Microbacteriaceae
ASV744,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84
ASV1987,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__uncultured_bacterium_g__Asticcacaulis
ASV996,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__Candidatus_Solibacter,s__unclassified_g__Candidatus_Solibacter
ASV1156,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__unclassified_g__norank_f__67-14
ASV525,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__norank_f__Micropepsaceae,s__unclassified_g__norank_f__Micropepsaceae
ASV576,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__norank_f__Devosiaceae,s__uncultured_Prosthecomicrobium_sp.
ASV3494,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__unclassified_f__Solirubrobacteraceae,s__unclassified_f__Solirubrobacteraceae
ASV3495,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__unclassified_g__Bosea
ASV3496,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Catenulisporales,f__Actinospicaceae,g__Actinospica,s__uncultured_bacterium_g__Actinospica
ASV680,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV1930,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Kaistiaceae,g__Kaistia,s__unclassified_g__Kaistia
ASV3497,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhizobacter,s__unclassified_g__Rhizobacter
ASV3498,d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_o__norank_c__Sericytochromatia,g__norank_f__norank_o__norank_c__Sericytochromatia,s__unclassified_g__norank_f__norank_o__norank_c__Sericytochromatia
ASV3499,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__unclassified_f__Streptomycetaceae,s__unclassified_f__Streptomycetaceae
ASV3500,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__SM2D12,g__norank_f__SM2D12,s__unclassified_g__norank_f__SM2D12
ASV2465,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__unclassified_p__Actinobacteriota,o__unclassified_p__Actinobacteriota,f__unclassified_p__Actinobacteriota,g__unclassified_p__Actinobacteriota,s__unclassified_p__Actinobacteriota
ASV3501,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__Candidatus_Solibacter,s__unclassified_g__Candidatus_Solibacter
ASV3502,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__norank_o__Burkholderiales,g__norank_f__norank_o__Burkholderiales,s__beta_proteobacterium_WY25
ASV3503,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__uncultured_Holophaga_sp._g__Subgroup_10
ASV71,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__unclassified_g__Flavobacterium
ASV3283,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__B1-7BS,g__norank_f__B1-7BS,s__unclassified_g__norank_f__B1-7BS
ASV3504,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Defluviicoccales,f__Defluviicoccaceae,g__Defluviicoccus,s__uncultured_Acetobacteraceae_bacterium_g__Defluviicoccus
ASV3505,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria
ASV3506,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__unclassified_f__Microbacteriaceae,s__unclassified_f__Microbacteriaceae
ASV1550,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__JG30-KF-AS9,g__norank_f__JG30-KF-AS9,s__unclassified_g__norank_f__JG30-KF-AS9
ASV3507,d__Bacteria,k__norank_d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__Silvanigrellales,f__Silvanigrellaceae,g__Silvanigrella,s__unclassified_g__Silvanigrella
ASV3508,d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
ASV2403,d__Bacteria,k__norank_d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__unclassified_g__Bdellovibrio
ASV3509,d__Bacteria,k__norank_d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__unclassified_g__norank_f__norank_o__0319-6G20
ASV3510,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__norank_f__Neisseriaceae,s__uncultured_bacterium_g__norank_f__Neisseriaceae
ASV3511,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus
ASV1029,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__metagenome_g__norank_f__norank_o__Gaiellales
ASV3512,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__unclassified_g__norank_f__Pedosphaeraceae
ASV3513,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV3514,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__env.OPS_17,g__norank_f__env.OPS_17,s__unclassified_g__norank_f__env.OPS_17
ASV3515,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__uncultured_bacterium_g__norank_f__Roseiflexaceae
